"PROBEID","SYMBOL","GENENAME"
"442","1552839_at","FAM71D","family with sequence similarity 71 member D"
"443","1552841_s_at","BCL2L14","BCL2 like 14"
"444","1552842_at","HS6ST3","heparan sulfate 6-O-sulfotransferase 3"
"445","1552843_at","SLC26A1","solute carrier family 26 member 1"
"446","1552845_at","CLDN15","claudin 15"
"447","1552846_s_at","RAB42","RAB42, member RAS oncogene family"
"448","1552848_a_at","PTCHD1","patched domain containing 1"
"449","1552849_at","M1AP","meiosis 1 associated protein"
"450","1552851_at","ZSCAN4","zinc finger and SCAN domain containing 4"
"451","1552852_a_at","ZSCAN4","zinc finger and SCAN domain containing 4"
"452","1552853_at","VWA5B1","von Willebrand factor A domain containing 5B1"
"453","1552854_a_at","VWA5B1","von Willebrand factor A domain containing 5B1"
"454","1552856_at","LINC00311","long intergenic non-protein coding RNA 311"
"455","1552857_a_at","HTR6","5-hydroxytryptamine receptor 6"
"456","1552858_at","MAGEB6","MAGE family member B6"
"457","1552860_at","ELOA3","elongin A3"
"458","1552860_at","ELOA3B","elongin A3 family member B"
"459","1552860_at","ELOA3D","elongin A3 family member D"
"460","1552862_at","RUSC1-AS1","RUSC1 antisense RNA 1"
"461","1552863_a_at","CACNG6","calcium voltage-gated channel auxiliary subunit gamma 6"
"462","1552865_a_at","LMNTD1","lamin tail domain containing 1"
"463","1552867_at",NA,NA
"464","1552868_at","CIRBP-AS1","CIRBP antisense RNA 1"
"465","1552870_s_at","AXDND1","axonemal dynein light chain domain containing 1"
"466","1552872_at","ASMTL-AS1","ASMTL antisense RNA 1"
"467","1552873_s_at","ASMTL-AS1","ASMTL antisense RNA 1"
"468","1552875_a_at","CD200R1","CD200 receptor 1"
"469","1552876_at","LINC00334","long intergenic non-protein coding RNA 334"
"470","1552877_s_at","LINC00334","long intergenic non-protein coding RNA 334"
"471","1552878_at","ATOH7","atonal bHLH transcription factor 7"
"472","1552879_a_at","ATOH7","atonal bHLH transcription factor 7"
"473","1552880_at","SEC16B","SEC16 homolog B, endoplasmic reticulum export factor"
"474","1552882_a_at","AMER1","APC membrane recruitment protein 1"
"475","1552884_at","NKX6-3","NK6 homeobox 3"
"476","1552885_a_at","NKX6-3","NK6 homeobox 3"
"477","1552887_at","TBATA","thymus, brain and testes associated"
"478","1552889_a_at","EXOC3L2","exocyst complex component 3 like 2"
"479","1552890_a_at","CABP4","calcium binding protein 4"
"480","1552892_at","TNFRSF13C","TNF receptor superfamily member 13C"
"481","1552893_at","CAMK2N2","calcium/calmodulin dependent protein kinase II inhibitor 2"
"482","1552895_a_at","ANKRD30BP2","ankyrin repeat domain 30B pseudogene 2"
"483","1552897_a_at","KCNG3","potassium voltage-gated channel modifier subfamily G member 3"
"484","1552898_a_at","KCNG3","potassium voltage-gated channel modifier subfamily G member 3"
"485","1552899_at","LINC01312","long intergenic non-protein coding RNA 1312"
"486","1552900_a_at","LINC01312","long intergenic non-protein coding RNA 1312"
"487","1552902_a_at","FOXP2","forkhead box P2"
"488","1552903_at","B4GALNT2","beta-1,4-N-acetyl-galactosaminyltransferase 2"
"489","1552904_at","NETO1","neuropilin and tolloid like 1"
"490","1552906_at","FMR1NB","FMR1 neighbor"
"491","1552908_at","GCSAML","germinal center associated signaling and motility like"
"492","1552910_at","SIGLEC11","sialic acid binding Ig like lectin 11"
"493","1552911_at","SIGLEC11","sialic acid binding Ig like lectin 11"
"494","1552912_a_at","IL23R","interleukin 23 receptor"
"495","1552913_at","MAGEB18","MAGE family member B18"
"496","1552914_a_at","CD276","CD276 molecule"
"497","1552915_at","IFNL2","interferon lambda 2"
"498","1552917_at","IFNL1","interferon lambda 1"
"499","1552919_at","C4orf36","chromosome 4 open reading frame 36"
"500","1552921_a_at","FIGNL1","fidgetin like 1"
"501","1552922_at","RIMS1","regulating synaptic membrane exocytosis 1"
"502","1552923_a_at","PITPNM2","phosphatidylinositol transfer protein membrane associated 2"
"503","1552924_a_at","PITPNM2","phosphatidylinositol transfer protein membrane associated 2"
"504","1552925_at","PCDH10","protocadherin 10"
"505","1552927_at","TAB3","TGF-beta activated kinase 1 (MAP3K7) binding protein 3"
"506","1552928_s_at","TAB3","TGF-beta activated kinase 1 (MAP3K7) binding protein 3"
"507","1552929_at","GRK7","G protein-coupled receptor kinase 7"
"508","1552930_at","MMEL1","membrane metalloendopeptidase like 1"
"509","1552931_a_at","PDE8A","phosphodiesterase 8A"
"510","1552932_at","NLRP6","NLR family pyrin domain containing 6"
"511","1552933_at","AKNAD1","AKNA domain containing 1"
"512","1552935_at","RTL3","retrotransposon Gag like 3"
"513","1552937_s_at","ATRIP","ATR interacting protein"
"514","1552937_s_at","TREX1","three prime repair exonuclease 1"
"515","1552938_at","ZIC5","Zic family member 5"
"516","1552939_at","ANGPT1","angiopoietin 1"
"517","1552940_at","TEDDM1","transmembrane epididymal protein 1"
"518","1552942_at","LOC149373","uncharacterized LOC149373"
"519","1552943_at","GABRG1","gamma-aminobutyric acid type A receptor gamma1 subunit"
"520","1552944_a_at","PANX2","pannexin 2"
"521","1552946_at","ZNF114","zinc finger protein 114"
"522","1552947_x_at","ZNF114","zinc finger protein 114"
"523","1552948_at","CCDC27","coiled-coil domain containing 27"
"524","1552950_at","CFAP161","cilia and flagella associated protein 161"
"525","1552952_at","RBMY2FP","RNA binding motif protein, Y-linked, family 2, member F pseudogene"
"526","1552952_at","LOC100652931","RNA binding motif protein, Y-linked, family 1, member A1 pseudogene"
"527","1552953_a_at","NEUROD2","neuronal differentiation 2"
"528","1552954_at","C5orf17","chromosome 5 open reading frame 17 (putative)"
"529","1552955_at","LINC00208","long intergenic non-protein coding RNA 208"
"530","1552957_at","DNAH6","dynein axonemal heavy chain 6"
"531","1552960_at","LRRC15","leucine rich repeat containing 15"
"532","1552961_at",NA,NA
"533","1552964_at","CFAP46","cilia and flagella associated protein 46"
"534","1552965_a_at","B3GNT7","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7"
"535","1552967_at","CBLL2","Cbl proto-oncogene like 2"
"536","1552969_a_at","ZMYM6","zinc finger MYM-type containing 6"
"537","1552970_s_at","ZMYM6","zinc finger MYM-type containing 6"
"538","1552971_at","SGCZ","sarcoglycan zeta"
"539","1552972_at","LINC02551","long intergenic non-protein coding RNA 2551"
"540","1552973_at","WNT9B","Wnt family member 9B"
"541","1552974_at",NA,NA
"542","1552975_x_at",NA,NA
"543","1552976_at","DNAJB13","DnaJ heat shock protein family (Hsp40) member B13"
"544","1552977_a_at","CNPY3","canopy FGF signaling regulator 3"
"545","1552978_a_at","SCAMP1","secretory carrier membrane protein 1"
"546","1552979_at","LINC00471","long intergenic non-protein coding RNA 471"
"547","1552980_at","HAS3","hyaluronan synthase 3"
"548","1552982_a_at","FGF4","fibroblast growth factor 4"
"549","1552985_at","SLC30A8","solute carrier family 30 member 8"
"550","1552986_at",NA,NA
"551","1552987_a_at","LOC439933","uncharacterized LOC439933"
"552","1552988_at","C11orf65","chromosome 11 open reading frame 65"
"553","1552990_at","FAM71E2","family with sequence similarity 71 member E2"
"554","1552991_at","OR5P2","olfactory receptor family 5 subfamily P member 2"
"555","1552993_at","DYDC1","DPY30 domain containing 1"
"556","1552995_at","IL27","interleukin 27"
"557","1552997_a_at","IQCF1","IQ motif containing F1"
"558","1552998_at","DEFB125","defensin beta 125"
"559","1552999_a_at","WFDC10B","WAP four-disulfide core domain 10B"
"560","1553002_at","DEFB105A","defensin beta 105A"
"561","1553002_at","DEFB105B","defensin beta 105B"
"562","1553003_at","PKHD1","PKHD1 ciliary IPT domain containing fibrocystin/polyductin"
"563","1553004_at","PKD1L1","polycystin 1 like 1, transient receptor potential channel interacting"
"564","1553006_at","ADGRG4","adhesion G protein-coupled receptor G4"
"565","1553007_a_at","TENM1","teneurin transmembrane protein 1"
"566","1553009_s_at","REXO1L1P","REXO1 like 1, pseudogene"
"567","1553011_at","TAF1L","TATA-box binding protein associated factor 1 like"
"568","1553013_at","CNTNAP5","contactin associated protein like 5"
"569","1553015_a_at","RECQL4","RecQ like helicase 4"
"570","1553016_at","ADGRF3","adhesion G protein-coupled receptor F3"
"571","1553019_at","TMC2","transmembrane channel like 2"
"572","1553020_at","SMCR5","Smith-Magenis syndrome chromosome region, candidate 5"
"573","1553021_s_at","BICD2","BICD cargo adaptor 2"
"574","1553022_at","ZIM3","zinc finger imprinted 3"
"575","1553023_a_at","NOX5","NADPH oxidase 5"
"576","1553024_at","DAOA-AS1","DAOA antisense RNA 1"
"577","1553025_at","ADGRG6","adhesion G protein-coupled receptor G6"
"578","1553027_a_at","KLHL4","kelch like family member 4"
"579","1553028_at","GPR156","G protein-coupled receptor 156"
"580","1553030_a_at","SUOX","sulfite oxidase"
"581","1553031_at","ADGRF4","adhesion G protein-coupled receptor F4"
"582","1553032_at","IL31RA","interleukin 31 receptor A"
"583","1553033_at","SYTL5","synaptotagmin like 5"
"584","1553034_at","SDCCAG8","serologically defined colon cancer antigen 8"
"585","1553036_at","ADGRF2","adhesion G protein-coupled receptor F2"
"586","1553037_a_at","SYN2","synapsin II"
"587","1553039_a_at","ASB10","ankyrin repeat and SOCS box containing 10"
"588","1553041_at","HTR3C","5-hydroxytryptamine receptor 3C"
"589","1553042_a_at","NFKBID","NFKB inhibitor delta"
"590","1553043_a_at","CD300LF","CD300 molecule like family member f"
"591","1553044_at","GJA10","gap junction protein alpha 10"
"592","1553045_at","WNT9A","Wnt family member 9A"
"593","1553046_s_at","GAL3ST2","galactose-3-O-sulfotransferase 2"
"594","1553047_at","PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"595","1553048_a_at","PIP4K2B","phosphatidylinositol-5-phosphate 4-kinase type 2 beta"
"596","1553051_s_at","ODF3","outer dense fiber of sperm tails 3"
"597","1553052_at","WFDC13","WAP four-disulfide core domain 13"
"598","1553053_at","CCDC197","coiled-coil domain containing 197"
"599","1553055_a_at","SLFN5","schlafen family member 5"
"600","1553057_at","SERPINB12","serpin family B member 12"
"601","1553058_at","GIPC3","GIPC PDZ domain containing family member 3"
"602","1553059_at","PGLYRP3","peptidoglycan recognition protein 3"
"603","1553060_at","PSKH2","protein serine kinase H2"
"604","1553061_at","OR6W1P","olfactory receptor family 6 subfamily W member 1 pseudogene"
"605","1553062_at","MOGAT1","monoacylglycerol O-acyltransferase 1"
"606","1553063_at","GPR78","G protein-coupled receptor 78"
"607","1553064_at","H1FOO","H1 histone family member O oocyte specific"
"608","1553066_at","TAAR9","trace amine associated receptor 9 (gene/pseudogene)"
"609","1553067_a_at","GNRHR2","gonadotropin releasing hormone receptor 2 (pseudogene)"
"610","1553069_at",NA,NA
"611","1553070_a_at","MYOZ3","myozenin 3"
"612","1553071_a_at","MYOZ3","myozenin 3"
"613","1553072_at","BNIPL","BCL2 interacting protein like"
"614","1553074_at","ASB11","ankyrin repeat and SOCS box containing 11"
"615","1553075_a_at","OFCC1","orofacial cleft 1 candidate 1"
"616","1553076_at","OFCC1","orofacial cleft 1 candidate 1"
"617","1553077_at","SDR9C7","short chain dehydrogenase/reductase family 9C member 7"
"618","1553078_at","OR5P3","olfactory receptor family 5 subfamily P member 3"
"619","1553079_at","TRIM40","tripartite motif containing 40"
"620","1553080_at","CSN1S2AP","casein alpha s2 like A, pseudogene"
"621","1553081_at","WFDC12","WAP four-disulfide core domain 12"
"622","1553082_at","CRYGN","crystallin gamma N"
"623","1553083_at",NA,NA
"624","1553084_at","STARD6","StAR related lipid transfer domain containing 6"
"625","1553086_at","C11orf40","chromosome 11 open reading frame 40 (putative)"
"626","1553087_at","C18orf12","chromosome 18 open reading frame 12"
"627","1553088_a_at","BCL2L11","BCL2 like 11"
"628","1553089_a_at","WFDC2","WAP four-disulfide core domain 2"
"629","1553093_a_at","DEFB119","defensin beta 119"
"630","1553094_at","TAC4","tachykinin 4"
"631","1553094_at","FLJ45513","uncharacterized LOC729220"
"632","1553096_s_at","BCL2L11","BCL2 like 11"
"633","1553099_at","TIGD1","tigger transposable element derived 1"
"634","1553101_a_at","ALKBH5","alkB homolog 5, RNA demethylase"
"635","1553102_a_at","CCDC69","coiled-coil domain containing 69"
"636","1553103_at","NFX1","nuclear transcription factor, X-box binding 1"
"637","1553105_s_at","DSG2","desmoglein 2"
"638","1553106_at","C5orf24","chromosome 5 open reading frame 24"
"639","1553107_s_at","C5orf24","chromosome 5 open reading frame 24"
"640","1553108_at","C5orf24","chromosome 5 open reading frame 24"
"641","1553111_a_at","KBTBD6","kelch repeat and BTB domain containing 6"
"642","1553112_s_at","CDK8","cyclin dependent kinase 8"
"643","1553113_s_at","CDK8","cyclin dependent kinase 8"
"644","1553114_a_at","PTK6","protein tyrosine kinase 6"
"645","1553115_at","NKD1","NKD inhibitor of WNT signaling pathway 1"
"646","1553117_a_at","STK38","serine/threonine kinase 38"
"647","1553118_at","THEM4","thioesterase superfamily member 4"
"648","1553120_at","CLSPN","claspin"
"649","1553122_s_at","RBAK","RB associated KRAB zinc finger"
"650","1553123_at","WDR62","WD repeat domain 62"
"651","1553125_x_at","WDR62","WD repeat domain 62"
"652","1553126_a_at","SLC39A12","solute carrier family 39 member 12"
"653","1553127_a_at","RNF168","ring finger protein 168"
"654","1553129_at","SVEP1","sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1"
"655","1553130_at","LOC652276","potassium channel tetramerization domain containing 5 pseudogene"
"656","1553131_a_at","GATA4","GATA binding protein 4"
"657","1553132_a_at","TC2N","tandem C2 domains, nuclear"
"658","1553133_at","C9orf72","C9orf72-SMCR8 complex subunit"
"659","1553134_s_at","C9orf72","C9orf72-SMCR8 complex subunit"
"660","1553136_at","KCTD18","potassium channel tetramerization domain containing 18"
"661","1553137_s_at","KLF11","Kruppel like factor 11"
"662","1553138_a_at","ANKLE1","ankyrin repeat and LEM domain containing 1"
"663","1553139_s_at","PLXNA3","plexin A3"
"664","1553140_at","PELO","pelota mRNA surveillance and ribosome rescue factor"
"665","1553141_at","LACC1","laccase domain containing 1"
"666","1553142_at","LACC1","laccase domain containing 1"
"667","1553145_at","TAPT1-AS1","TAPT1 antisense RNA 1 (head to head)"
"668","1553146_at","TEX55","testis expressed 55"
"669","1553147_at","RANBP3L","RAN binding protein 3 like"
"670","1553148_a_at","SNX13","sorting nexin 13"
"671","1553150_at","KDM1B","lysine demethylase 1B"
"672","1553151_at","ATP6V0D2","ATPase H+ transporting V0 subunit d2"
"673","1553153_at","ATP6V0D2","ATPase H+ transporting V0 subunit d2"
"674","1553155_x_at","ATP6V0D2","ATPase H+ transporting V0 subunit d2"
"675","1553156_at","LHX4","LIM homeobox 4"
"676","1553157_at","LHX4","LIM homeobox 4"
"677","1553158_at","CEP19","centrosomal protein 19"
"678","1553159_at","DNAH11","dynein axonemal heavy chain 11"
"679","1553162_x_at","PROSER3","proline and serine rich 3"
"680","1553163_at","ADPRHL1","ADP-ribosylhydrolase like 1"
"681","1553165_at","SYNRG","synergin gamma"
"682","1553166_at","CDH24","cadherin 24"
"683","1553167_a_at","SEPSECS","Sep (O-phosphoserine) tRNA:Sec (selenocysteine) tRNA synthase"
"684","1553168_at","GRIK5","glutamate ionotropic receptor kainate type subunit 5"
"685","1553169_at","LRRN4","leucine rich repeat neuronal 4"
"686","1553171_x_at","LRRN4","leucine rich repeat neuronal 4"
"687","1553172_at","ZNF777","zinc finger protein 777"
"688","1553174_at","JPH2","junctophilin 2"
"689","1553175_s_at","PDE5A","phosphodiesterase 5A"
"690","1553176_at","SH2D1B","SH2 domain containing 1B"
"691","1553177_at","SH2D1B","SH2 domain containing 1B"
"692","1553178_a_at","SSTR3","somatostatin receptor 3"
"693","1553179_at","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19"
"694","1553180_at","ADAMTS19","ADAM metallopeptidase with thrombospondin type 1 motif 19"
"695","1553181_at","DDX31","DEAD-box helicase 31"
"696","1553183_at","UMODL1","uromodulin like 1"
"697","1553185_at","RASEF","RAS and EF-hand domain containing"
"698","1553186_x_at","RASEF","RAS and EF-hand domain containing"
"699","1553188_s_at","PARD3B","par-3 family cell polarity regulator beta"
"700","1553190_s_at","PARD3B","par-3 family cell polarity regulator beta"
"701","1553191_at","DST","dystonin"
"702","1553192_at","ZNF441","zinc finger protein 441"
"703","1553193_at","ZNF441","zinc finger protein 441"
"704","1553194_at","NEGR1","neuronal growth regulator 1"
"705","1553196_a_at","FCRL3","Fc receptor like 3"
"706","1553197_at","DCAF4L2","DDB1 and CUL4 associated factor 4 like 2"
"707","1553199_at","DCAF4L2","DDB1 and CUL4 associated factor 4 like 2"
"708","1553202_at","STOX1","storkhead box 1"
"709","1553204_at","MIR1-1HG-AS1","MIR1-1HG antisense RNA 1"
"710","1553205_at","MIR1-1HG-AS1","MIR1-1HG antisense RNA 1"
"711","1553207_at","ARL10","ADP ribosylation factor like GTPase 10"
"712","1553208_s_at","ARL10","ADP ribosylation factor like GTPase 10"
